Date,Low,Close,Drawdown%,Rolling_ATH,ATH_Anchor_Date,Ticker
2000-07-13,97.125,98.5,18.26,120.5,2000-03-24,QQQ
2000-07-14,98.8125,100.625,16.49,120.5,2000-03-24,QQQ
2000-07-17,99.875,101.75,15.56,120.5,2000-03-24,QQQ
2000-07-18,98.3594,99.5,17.43,120.5,2000-03-24,QQQ
2000-07-19,95.6562,97.25,19.29,120.5,2000-03-24,QQQ
2000-07-20,97.2656,100.375,16.7,120.5,2000-03-24,QQQ
2000-07-21,97.0,97.0,19.5,120.5,2000-03-24,QQQ
2000-07-24,94.25,95.0,21.16,120.5,2000-03-24,QQQ
2000-07-25,93.8125,95.75,20.54,120.5,2000-03-24,QQQ
2000-07-26,93.25,95.625,20.64,120.5,2000-03-24,QQQ
2000-07-27,91.5625,91.875,23.76,120.5,2000-03-24,QQQ
2000-07-28,86.0,86.875,27.9,120.5,2000-03-24,QQQ
2000-07-31,85.7188,89.4375,25.78,120.5,2000-03-24,QQQ
2000-08-01,87.6875,88.25,26.76,120.5,2000-03-24,QQQ
2000-08-02,86.5,86.6875,28.06,120.5,2000-03-24,QQQ
2000-08-03,83.3125,90.4375,24.95,120.5,2000-03-24,QQQ
2000-08-04,89.125,90.125,25.21,120.5,2000-03-24,QQQ
2000-08-07,90.25,92.25,23.44,120.5,2000-03-24,QQQ
2000-08-08,91.5,94.125,21.89,120.5,2000-03-24,QQQ
2000-08-09,91.375,91.625,23.96,120.5,2000-03-24,QQQ
2000-08-10,89.5,89.8125,25.47,120.5,2000-03-24,QQQ
2000-08-11,87.875,91.0625,24.43,120.5,2000-03-24,QQQ
2000-08-14,90.2031,93.0,22.82,120.5,2000-03-24,QQQ
2000-08-15,92.0,93.0,22.82,120.5,2000-03-24,QQQ
2000-08-16,92.0,93.9375,22.04,120.5,2000-03-24,QQQ
2000-08-17,92.875,95.75,20.54,120.5,2000-03-24,QQQ
2000-08-18,94.6875,95.25,20.95,120.5,2000-03-24,QQQ
2000-08-21,94.375,95.5,20.75,120.5,2000-03-24,QQQ
2000-08-22,95.2656,95.5,20.75,120.5,2000-03-24,QQQ
2000-08-23,93.8281,97.0625,19.45,120.5,2000-03-24,QQQ
2000-08-24,96.0625,98.5625,18.21,120.5,2000-03-24,QQQ
2000-08-25,97.0,98.0312,18.65,120.5,2000-03-24,QQQ
2000-08-28,97.9375,98.5,18.26,120.5,2000-03-24,QQQ
2000-08-29,97.8594,99.0,17.84,120.5,2000-03-24,QQQ
2000-08-30,97.7656,98.875,17.95,120.5,2000-03-24,QQQ
2000-08-31,98.875,101.625,15.66,120.5,2000-03-24,QQQ
2000-09-01,101.1875,102.625,14.83,120.5,2000-03-24,QQQ
2000-09-05,99.4219,99.5,17.43,120.5,2000-03-24,QQQ
2000-09-06,95.5,96.0,20.33,120.5,2000-03-24,QQQ
2000-09-07,96.5625,98.125,18.57,120.5,2000-03-24,QQQ
2000-09-08,94.7656,95.125,21.06,120.5,2000-03-24,QQQ
2000-09-11,92.0,92.8125,22.98,120.5,2000-03-24,QQQ
2000-09-12,90.8438,91.375,24.17,120.5,2000-03-24,QQQ
2000-09-13,90.0,93.5,22.41,120.5,2000-03-24,QQQ
2000-09-14,92.6406,93.0,22.82,120.5,2000-03-24,QQQ
2000-09-15,90.6875,91.3125,24.22,120.5,2000-03-24,QQQ
2000-09-18,88.0,89.875,25.41,120.5,2000-03-24,QQQ
2000-09-19,89.875,93.1875,22.67,120.5,2000-03-24,QQQ
2000-09-20,91.3125,94.625,21.47,120.5,2000-03-24,QQQ
2000-09-21,87.0,87.75,27.18,120.5,2000-03-24,QQQ
2000-09-22,87.5,92.9375,22.87,120.5,2000-03-24,QQQ
2000-09-25,90.0,90.4688,24.92,120.5,2000-03-24,QQQ
2000-09-26,88.9219,89.4375,25.78,120.5,2000-03-24,QQQ
2000-09-27,88.0,89.5625,25.67,120.5,2000-03-24,QQQ
2000-09-28,88.7188,91.5625,24.01,120.5,2000-03-24,QQQ
2000-09-29,88.6875,88.75,26.35,120.5,2000-03-24,QQQ
2000-10-02,86.0,86.75,28.01,120.5,2000-03-24,QQQ
2000-10-03,83.2656,84.0,30.29,120.5,2000-03-24,QQQ
2000-10-04,82.125,85.625,28.94,120.5,2000-03-24,QQQ
2000-10-05,84.5625,85.875,28.73,120.5,2000-03-24,QQQ
2000-10-06,81.25,83.0,31.12,120.5,2000-03-24,QQQ
2000-10-09,79.375,82.625,31.43,120.5,2000-03-24,QQQ
2000-10-10,77.875,78.3125,35.01,120.5,2000-03-24,QQQ
2000-10-11,76.0625,77.0625,36.05,120.5,2000-03-24,QQQ
2000-10-12,74.4062,75.125,37.66,120.5,2000-03-24,QQQ
2000-10-13,74.625,81.25,32.57,120.5,2000-03-24,QQQ
2000-10-16,79.75,82.0,31.95,120.5,2000-03-24,QQQ
2000-10-17,78.0,78.25,35.06,120.5,2000-03-24,QQQ
2000-10-18,74.5625,78.0,35.27,120.5,2000-03-24,QQQ
2000-10-19,81.4375,85.0625,29.41,120.5,2000-03-24,QQQ
2000-10-20,84.3906,86.3125,28.37,120.5,2000-03-24,QQQ
2000-10-23,84.125,86.1875,28.48,120.5,2000-03-24,QQQ
2000-10-24,82.375,82.5,31.54,120.5,2000-03-24,QQQ
2000-10-25,76.8906,77.875,35.37,120.5,2000-03-24,QQQ
2000-10-26,73.625,79.875,33.71,120.5,2000-03-24,QQQ
2000-10-27,77.4844,79.7188,33.84,120.5,2000-03-24,QQQ
2000-10-30,75.7031,76.7656,36.29,120.5,2000-03-24,QQQ
2000-10-31,77.875,81.7031,32.2,120.5,2000-03-24,QQQ
2000-11-01,79.1875,81.0,32.78,120.5,2000-03-24,QQQ
2000-11-02,81.0625,82.0,31.95,120.5,2000-03-24,QQQ
2000-11-03,81.6406,83.0625,31.07,120.5,2000-03-24,QQQ
2000-11-06,82.0,82.4375,31.59,120.5,2000-03-24,QQQ
2000-11-07,80.25,82.125,31.85,120.5,2000-03-24,QQQ
2000-11-08,75.625,75.7031,37.18,120.5,2000-03-24,QQQ
2000-11-09,73.0,75.6875,37.19,120.5,2000-03-24,QQQ
2000-11-10,71.75,71.75,40.46,120.5,2000-03-24,QQQ
2000-11-13,68.2656,71.8594,40.37,120.5,2000-03-24,QQQ
2000-11-14,72.75,75.8438,37.06,120.5,2000-03-24,QQQ
2000-11-15,74.7969,77.375,35.79,120.5,2000-03-24,QQQ
2000-11-16,72.875,72.875,39.52,120.5,2000-03-24,QQQ
2000-11-17,71.0,72.8281,39.56,120.5,2000-03-24,QQQ
2000-11-20,69.25,69.8594,42.03,120.5,2000-03-24,QQQ
2000-11-21,68.4375,69.75,42.12,120.5,2000-03-24,QQQ
2000-11-22,66.5,66.625,44.71,120.5,2000-03-24,QQQ
2000-11-24,68.1719,70.4375,41.55,120.5,2000-03-24,QQQ
2000-11-27,68.75,69.5625,42.27,120.5,2000-03-24,QQQ
2000-11-28,65.3125,65.4531,45.68,120.5,2000-03-24,QQQ
2000-11-29,62.5,62.9375,47.77,120.5,2000-03-24,QQQ
2000-11-30,60.5,62.9844,47.73,120.5,2000-03-24,QQQ
2000-12-01,62.125,64.0,46.89,120.5,2000-03-24,QQQ
2000-12-04,61.75,65.0,46.06,120.5,2000-03-24,QQQ
2000-12-05,65.5,70.6875,41.34,120.5,2000-03-24,QQQ
2000-12-06,67.75,68.0,43.57,120.5,2000-03-24,QQQ
2000-12-07,65.5,66.5,44.81,120.5,2000-03-24,QQQ
2000-12-08,67.625,68.0,43.57,120.5,2000-03-24,QQQ
2000-12-11,70.9531,74.375,38.28,120.5,2000-03-24,QQQ
2000-12-12,71.3125,71.6562,40.53,120.5,2000-03-24,QQQ
2000-12-13,68.3125,68.7344,42.96,120.5,2000-03-24,QQQ
2000-12-14,65.25,65.375,45.75,120.5,2000-03-24,QQQ
2000-12-15,62.5625,63.875,46.99,120.5,2000-03-24,QQQ
2000-12-18,62.5625,64.0,46.89,120.5,2000-03-24,QQQ
2000-12-19,58.75,59.125,50.93,120.5,2000-03-24,QQQ
2000-12-20,54.75,55.7344,53.75,120.5,2000-03-24,QQQ
2000-12-21,54.25,56.0625,53.48,120.5,2000-03-24,QQQ
2000-12-22,57.5,60.5,49.79,120.5,2000-03-24,QQQ
2000-12-26,58.0,60.875,49.48,120.5,2000-03-24,QQQ
2000-12-27,58.9375,61.5625,48.91,120.5,2000-03-24,QQQ
2000-12-28,60.25,61.4375,49.01,120.5,2000-03-24,QQQ
2000-12-29,58.0,58.375,51.56,120.5,2000-03-24,QQQ
2001-01-02,52.4375,53.4375,55.65,120.5,2000-03-24,QQQ
2001-01-03,52.1562,62.4375,48.18,120.5,2000-03-24,QQQ
2001-01-04,60.2344,61.3125,49.12,120.5,2000-03-24,QQQ
2001-01-05,56.0,56.625,53.01,120.5,2000-03-24,QQQ
2001-01-08,53.5156,57.25,52.49,120.5,2000-03-24,QQQ
2001-01-09,56.625,57.25,52.49,120.5,2000-03-24,QQQ
2001-01-10,55.75,60.1875,50.05,120.5,2000-03-24,QQQ
2001-01-11,59.1875,61.9375,48.6,120.5,2000-03-24,QQQ
2001-01-12,61.5,62.7344,47.94,120.5,2000-03-24,QQQ
2001-01-16,60.5625,61.9844,48.56,120.5,2000-03-24,QQQ
2001-01-17,63.1406,63.875,46.99,120.5,2000-03-24,QQQ
2001-01-18,62.6875,66.5625,44.76,120.5,2000-03-24,QQQ
2001-01-19,65.5625,66.3125,44.97,120.5,2000-03-24,QQQ
2001-01-22,64.75,66.375,44.92,120.5,2000-03-24,QQQ
2001-01-23,65.3125,67.7656,43.76,120.5,2000-03-24,QQQ
2001-01-24,66.75,67.125,44.29,120.5,2000-03-24,QQQ
2001-01-25,64.3906,64.5,46.47,120.5,2000-03-24,QQQ
2001-01-26,63.0,65.5469,45.6,120.5,2000-03-24,QQQ
2001-01-29,64.25,67.0,44.4,120.5,2000-03-24,QQQ
2001-01-30,66.0,66.75,44.61,120.5,2000-03-24,QQQ
2001-01-31,64.3,64.3,46.64,120.5,2000-03-24,QQQ
2001-02-01,63.6,65.15,45.93,120.5,2000-03-24,QQQ
2001-02-02,60.0,61.55,48.92,120.5,2000-03-24,QQQ
2001-02-05,60.12,61.5,48.96,120.5,2000-03-24,QQQ
2001-02-06,61.16,61.6,48.88,120.5,2000-03-24,QQQ
2001-02-07,58.58,60.6,49.71,120.5,2000-03-24,QQQ
2001-02-08,58.58,58.79,51.21,120.5,2000-03-24,QQQ
2001-02-09,56.0,56.4,53.2,120.5,2000-03-24,QQQ
2001-02-12,55.62,57.08,52.63,120.5,2000-03-24,QQQ
2001-02-13,54.98,55.25,54.15,120.5,2000-03-24,QQQ
2001-02-14,54.12,57.45,52.32,120.5,2000-03-24,QQQ
2001-02-15,58.3,58.4,51.54,120.5,2000-03-24,QQQ
2001-02-16,54.53,55.13,54.25,120.5,2000-03-24,QQQ
2001-02-20,52.3,52.99,56.02,120.5,2000-03-24,QQQ
2001-02-21,50.92,51.5,57.26,120.5,2000-03-24,QQQ
2001-02-22,48.89,51.0,57.68,120.5,2000-03-24,QQQ
2001-02-23,48.23,51.18,57.53,120.5,2000-03-24,QQQ
2001-02-26,50.25,52.15,56.72,120.5,2000-03-24,QQQ
2001-02-27,48.9,49.0,59.34,120.5,2000-03-24,QQQ
2001-02-28,46.86,47.45,60.62,120.5,2000-03-24,QQQ
2001-03-01,45.75,48.8,59.5,120.5,2000-03-24,QQQ
2001-03-02,45.65,46.7,61.24,120.5,2000-03-24,QQQ
2001-03-05,47.09,47.55,60.54,120.5,2000-03-24,QQQ
2001-03-06,49.1,49.4,59.0,120.5,2000-03-24,QQQ
2001-03-07,48.97,49.42,58.99,120.5,2000-03-24,QQQ
2001-03-08,48.1,48.5,59.75,120.5,2000-03-24,QQQ
2001-03-09,44.95,45.1,62.57,120.5,2000-03-24,QQQ
2001-03-12,41.8,42.3,64.9,120.5,2000-03-24,QQQ
2001-03-13,42.13,44.45,63.11,120.5,2000-03-24,QQQ
2001-03-14,42.31,43.75,63.69,120.5,2000-03-24,QQQ
2001-03-15,42.05,42.15,65.02,120.5,2000-03-24,QQQ
2001-03-16,40.56,41.2,65.81,120.5,2000-03-24,QQQ
2001-03-19,40.75,43.26,64.1,120.5,2000-03-24,QQQ
2001-03-20,40.2,40.35,66.51,120.5,2000-03-24,QQQ
2001-03-21,39.71,40.35,66.51,120.5,2000-03-24,QQQ
2001-03-22,39.49,42.8,64.48,120.5,2000-03-24,QQQ
2001-03-23,41.5,42.8,64.48,120.5,2000-03-24,QQQ
2001-03-26,41.55,41.81,65.3,120.5,2000-03-24,QQQ
2001-03-27,41.42,43.25,64.11,120.5,2000-03-24,QQQ
2001-03-28,39.68,39.7,67.05,120.5,2000-03-24,QQQ
2001-03-29,38.4,38.95,67.68,120.5,2000-03-24,QQQ
2001-03-30,38.0,39.15,67.51,120.5,2000-03-24,QQQ
2001-04-02,37.3,37.4,68.96,120.5,2000-03-24,QQQ
2001-04-03,34.62,34.66,71.24,120.5,2000-03-24,QQQ
2001-04-04,33.6,34.05,71.74,120.5,2000-03-24,QQQ
2001-04-05,35.71,37.31,69.04,120.5,2000-03-24,QQQ
2001-04-06,35.5,35.95,70.17,120.5,2000-03-24,QQQ
2001-04-09,35.85,37.05,69.25,120.5,2000-03-24,QQQ
2001-04-10,37.78,39.8,66.97,120.5,2000-03-24,QQQ
2001-04-11,40.45,41.0,65.98,120.5,2000-03-24,QQQ
2001-04-12,40.0,42.8,64.48,120.5,2000-03-24,QQQ
2001-04-16,40.06,40.25,66.6,120.5,2000-03-24,QQQ
2001-04-17,39.9,41.25,65.77,120.5,2000-03-24,QQQ
2001-04-18,43.2,45.55,62.2,120.5,2000-03-24,QQQ
2001-04-19,45.58,48.3,59.92,120.5,2000-03-24,QQQ
2001-04-20,43.05,48.4,59.83,120.5,2000-03-24,QQQ
2001-04-23,44.89,45.15,62.53,120.5,2000-03-24,QQQ
2001-04-24,43.75,44.3,63.24,120.5,2000-03-24,QQQ
2001-04-25,43.1,45.1,62.57,120.5,2000-03-24,QQQ
2001-04-26,43.87,43.95,63.53,120.5,2000-03-24,QQQ
2001-04-27,44.24,45.15,62.53,120.5,2000-03-24,QQQ
2001-04-30,45.3,46.15,61.7,120.5,2000-03-24,QQQ
2001-05-01,45.4,48.05,60.12,120.5,2000-03-24,QQQ
2001-05-02,47.5,48.98,59.35,120.5,2000-03-24,QQQ
2001-05-03,46.2,46.8,61.16,120.5,2000-03-24,QQQ
2001-05-04,45.11,48.2,60.0,120.5,2000-03-24,QQQ
2001-05-07,47.1,47.2,60.83,120.5,2000-03-24,QQQ
2001-05-08,46.99,48.2,60.0,120.5,2000-03-24,QQQ
2001-05-09,46.44,46.55,61.37,120.5,2000-03-24,QQQ
2001-05-10,45.72,45.77,62.02,120.5,2000-03-24,QQQ
2001-05-11,45.09,45.55,62.2,120.5,2000-03-24,QQQ
2001-05-14,43.35,44.82,62.8,120.5,2000-03-24,QQQ
2001-05-15,44.58,45.15,62.53,120.5,2000-03-24,QQQ
2001-05-16,44.06,47.15,60.87,120.5,2000-03-24,QQQ
2001-05-17,47.26,47.9,60.25,120.5,2000-03-24,QQQ
2001-05-18,47.09,48.04,60.13,120.5,2000-03-24,QQQ
2001-05-21,47.65,51.05,57.63,120.5,2000-03-24,QQQ
2001-05-22,50.18,50.9,57.76,120.5,2000-03-24,QQQ
2001-05-23,48.64,48.65,59.63,120.5,2000-03-24,QQQ
2001-05-24,48.27,49.9,58.59,120.5,2000-03-24,QQQ
2001-05-25,48.02,48.99,59.34,120.5,2000-03-24,QQQ
2001-05-29,46.1,46.12,61.73,120.5,2000-03-24,QQQ
2001-05-30,44.08,44.43,63.13,120.5,2000-03-24,QQQ
2001-05-31,44.3,44.73,62.88,120.5,2000-03-24,QQQ
2001-06-01,44.33,46.05,61.78,120.5,2000-03-24,QQQ
2001-06-04,45.29,45.83,61.97,120.5,2000-03-24,QQQ
2001-06-05,46.2,47.85,60.29,120.5,2000-03-24,QQQ
2001-06-06,47.07,47.48,60.6,120.5,2000-03-24,QQQ
2001-06-07,47.07,48.7,59.59,120.5,2000-03-24,QQQ
2001-06-08,46.95,47.35,60.71,120.5,2000-03-24,QQQ
2001-06-11,45.49,46.05,61.78,120.5,2000-03-24,QQQ
2001-06-12,44.23,45.8,61.99,120.5,2000-03-24,QQQ
2001-06-13,44.52,44.55,63.03,120.5,2000-03-24,QQQ
2001-06-14,42.0,42.25,64.94,120.5,2000-03-24,QQQ
2001-06-15,41.28,42.6,64.65,120.5,2000-03-24,QQQ
2001-06-18,41.4,42.03,65.12,120.5,2000-03-24,QQQ
2001-06-19,41.26,41.82,65.29,120.5,2000-03-24,QQQ
2001-06-20,41.28,42.77,64.51,120.5,2000-03-24,QQQ
2001-06-21,42.3,43.35,64.02,120.5,2000-03-24,QQQ
2001-06-22,42.59,43.25,64.11,120.5,2000-03-24,QQQ
2001-06-25,42.65,43.36,64.02,120.5,2000-03-24,QQQ
2001-06-26,42.48,43.51,63.89,120.5,2000-03-24,QQQ
2001-06-27,43.0,43.79,63.66,120.5,2000-03-24,QQQ
2001-06-28,44.35,44.35,63.2,120.5,2000-03-24,QQQ
2001-06-29,44.7,45.7,62.07,120.5,2000-03-24,QQQ
2001-07-02,45.19,45.45,62.28,120.5,2000-03-24,QQQ
2001-07-03,44.8,45.64,62.12,120.5,2000-03-24,QQQ
2001-07-05,43.45,43.45,63.94,120.5,2000-03-24,QQQ
2001-07-06,41.49,41.65,65.44,120.5,2000-03-24,QQQ
2001-07-09,41.5,42.01,65.14,120.5,2000-03-24,QQQ
2001-07-10,40.4,40.5,66.39,120.5,2000-03-24,QQQ
2001-07-11,39.87,41.0,65.98,120.5,2000-03-24,QQQ
2001-07-12,42.3,43.6,63.82,120.5,2000-03-24,QQQ
2001-07-13,42.9,43.15,64.19,120.5,2000-03-24,QQQ
2001-07-16,41.9,42.35,64.85,120.5,2000-03-24,QQQ
2001-07-17,41.54,43.3,64.07,120.5,2000-03-24,QQQ
2001-07-18,41.14,41.65,65.44,120.5,2000-03-24,QQQ
2001-07-19,41.75,42.64,64.61,120.5,2000-03-24,QQQ
2001-07-20,41.36,41.65,65.44,120.5,2000-03-24,QQQ
2001-07-23,40.55,40.61,66.3,120.5,2000-03-24,QQQ
2001-07-24,39.31,40.15,66.68,120.5,2000-03-24,QQQ
2001-07-25,39.4,40.5,66.39,120.5,2000-03-24,QQQ
2001-07-26,39.98,41.1,65.89,120.5,2000-03-24,QQQ
2001-07-27,41.3,41.95,65.19,120.5,2000-03-24,QQQ
2001-07-30,41.4,41.7,65.39,120.5,2000-03-24,QQQ
2001-07-31,41.5,41.76,65.34,120.5,2000-03-24,QQQ
2001-08-01,42.41,43.1,64.23,120.5,2000-03-24,QQQ
2001-08-02,42.82,43.91,63.56,120.5,2000-03-24,QQQ
2001-08-03,42.56,43.18,64.17,120.5,2000-03-24,QQQ
2001-08-06,42.35,42.5,64.73,120.5,2000-03-24,QQQ
2001-08-07,41.94,42.28,64.91,120.5,2000-03-24,QQQ
2001-08-08,40.3,40.5,66.39,120.5,2000-03-24,QQQ
2001-08-09,39.98,40.67,66.25,120.5,2000-03-24,QQQ
2001-08-10,39.23,40.28,66.57,120.5,2000-03-24,QQQ
2001-08-13,40.2,41.1,65.89,120.5,2000-03-24,QQQ
2001-08-14,40.54,40.6,66.31,120.5,2000-03-24,QQQ
2001-08-15,39.07,39.1,67.55,120.5,2000-03-24,QQQ
2001-08-16,38.04,39.56,67.17,120.5,2000-03-24,QQQ
2001-08-17,37.71,37.76,68.66,120.5,2000-03-24,QQQ
2001-08-20,37.52,38.28,68.23,120.5,2000-03-24,QQQ
2001-08-21,36.65,36.69,69.55,120.5,2000-03-24,QQQ
2001-08-22,36.54,37.69,68.72,120.5,2000-03-24,QQQ
2001-08-23,37.3,37.32,69.03,120.5,2000-03-24,QQQ
2001-08-24,37.75,39.3,67.39,120.5,2000-03-24,QQQ
2001-08-27,38.83,39.35,67.34,120.5,2000-03-24,QQQ
2001-08-28,38.01,38.12,68.37,120.5,2000-03-24,QQQ
2001-08-29,37.13,37.56,68.83,120.5,2000-03-24,QQQ
2001-08-30,35.75,36.17,69.98,120.5,2000-03-24,QQQ
2001-08-31,35.94,36.63,69.6,120.5,2000-03-24,QQQ
2001-09-04,35.35,35.47,70.56,120.5,2000-03-24,QQQ
2001-09-05,34.15,35.33,70.68,120.5,2000-03-24,QQQ
2001-09-06,33.78,33.9,71.87,120.5,2000-03-24,QQQ
2001-09-07,33.35,33.7,72.03,120.5,2000-03-24,QQQ
2001-09-10,33.34,34.1,71.7,120.5,2000-03-24,QQQ
2001-09-17,31.09,31.2,74.11,120.5,2000-03-24,QQQ
2001-09-18,30.37,30.5,74.69,120.5,2000-03-24,QQQ
2001-09-19,28.26,29.97,75.13,120.5,2000-03-24,QQQ
2001-09-20,28.8,28.97,75.96,120.5,2000-03-24,QQQ
2001-09-21,27.2,28.19,76.61,120.5,2000-03-24,QQQ
2001-09-24,28.59,29.61,75.43,120.5,2000-03-24,QQQ
2001-09-25,28.95,29.7,75.35,120.5,2000-03-24,QQQ
2001-09-26,28.41,28.67,76.21,120.5,2000-03-24,QQQ
2001-09-27,27.42,28.48,76.37,120.5,2000-03-24,QQQ
2001-09-28,28.31,28.98,75.95,120.5,2000-03-24,QQQ
